features
HOME_FG2M_L5
HOME_FTM_L5
HOME_AST_2PM_L5
HOME_UAST_2PM_L5
HOME_POSS_opp_L5
HOME_ORBC_opp_L5
HOME_UFGA_opp_L5
HOME_TS_PCT_L5
HOME_EFG_PCT_L5
HOME_FG3A_L10
HOME_FTM_L10
HOME_FG3A_L20
HOME_PF_L20
HOME_PLUS_MINUS_L20
HOME_FG3A_opp_L20
HOME_PLUS_MINUS_opp_L20
HOME_FTAST_opp_L20
HOME_AVG_ATS_DIFF_L20
HOME_WIN_PCT_L20
HOME_PIE_L20
AWAY_FG2M_L5
AWAY_FTM_L5
AWAY_UFGM_L5
AWAY_PTS_PAINT_L5
AWAY_UFGA_opp_L5
AWAY_DFGA_opp_L5
AWAY_PTS_2PT_MR_opp_L5
AWAY_AVG_ATS_DIFF_L5
AWAY_TS_PCT_L5
AWAY_EFG_PCT_L5
AWAY_FG3A_L10
AWAY_CFGM_L10
AWAY_FG3A_opp_L10
AWAY_FTA_opp_L10
AWAY_FG3A_L20
AWAY_FTM_L20
AWAY_NET_RATING_L20
AWAY_RBC_L20
AWAY_DFGA_L20
AWAY_NET_RATING_opp_L20
AWAY_SAST_opp_L20
AWAY_AVG_ATS_DIFF_L20
AWAY_WIN_PCT_L20
AWAY_COVER_PCT_L20
AWAY_EFG_PCT_L20
AWAY_EFG_PCT_opp_L20
