stat,window,avg_type,mae,rmse,r2
STL,33.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,34.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,35.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,36.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,37.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,38.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,39.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,40.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,41.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,42.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,43.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,44.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,45.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,46.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,47.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,48.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,49.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
STL,50.0,ewma,2.316197846225475,2.9000617676775873,0.01066425978221286
BLK,17.0,ewma,1.9972688011760373,2.5361127517867033,0.01929439548935241
BLK,18.0,ewma,1.9948166363004314,2.5330266693487404,0.021679697097913175
BLK,19.0,ewma,1.9926838544781231,2.530308479904551,0.023778240415605167
BLK,20.0,ewma,1.9908135896293155,2.5279012733187174,0.025634812171896337
BLK,21.0,ewma,1.989167411601835,2.5257590661970024,0.027285515587135434
BLK,22.0,ewma,1.9876900932073385,2.5238443253863787,0.028759757671303565
BLK,23.0,ewma,1.9863620747872623,2.5221261329869886,0.03008171683270633
BLK,24.0,ewma,1.9851762383137246,2.5205788073146316,0.031271442497515456
BLK,25.0,ewma,1.9841061671334894,2.5191808531239492,0.032345689889712426
BLK,26.0,ewma,1.983137807152488,2.517914153071376,0.03331856137085765
BLK,27.0,ewma,1.9822594632981234,2.516763338281371,0.034202004571228906
BLK,28.0,ewma,1.9814654532661375,2.5157152935077356,0.0350062031807562
BLK,29.0,ewma,1.9807511321668618,2.5147587645785485,0.03573988636411718
BLK,30.0,ewma,1.980099435359642,2.5138840443756707,0.03641057583317131
BLK,31.0,ewma,1.9795117841354322,2.5130827196920382,0.037024784692490265
BLK,32.0,ewma,1.978971836574185,2.512347465699085,0.03758817864053543
BLK,33.0,ewma,1.978484400650446,2.511671877955572,0.038105707540338596
BLK,34.0,ewma,1.9780367768405303,2.511050334245954,0.03858171348543382
BLK,35.0,ewma,1.9776256016632117,2.5104778802904786,0.03902002008465977
BLK,36.0,ewma,1.977246573691841,2.5099501346870743,0.039424006638141273
BLK,37.0,ewma,1.9768999643662253,2.509463209444084,0.03979667008137444
BLK,38.0,ewma,1.9765800947365726,2.5090136432264916,0.04014067696746437
BLK,39.0,ewma,1.976283974757838,2.508598345026585,0.04045840729081829
BLK,40.0,ewma,1.976007828160148,2.5082145464266046,0.04075199159391618
BLK,41.0,ewma,1.9757518856836334,2.5078597609777615,0.04102334251655315
BLK,42.0,ewma,1.9755161020722192,2.50753174950077,0.041274181725216796
BLK,43.0,ewma,1.9752972406634812,2.507228490335284,0.04150606298498183
BLK,44.0,ewma,1.9750997347479025,2.506948153742603,0.04172039199690669
BLK,45.0,ewma,1.9749191501317038,2.50668907980772,0.041918443512438563
BLK,46.0,ewma,1.9747512016606061,2.506449759300854,0.04210137614669274
BLK,47.0,ewma,1.9745982193541887,2.506228817050904,0.04227024524004086
BLK,48.0,ewma,1.9744550577198416,2.506024997458259,0.042426014058629
BLK,49.0,ewma,1.9743222020757556,2.5058371518356606,0.04256956357646369
BLK,50.0,ewma,1.9742017082733463,2.5056642273160246,0.04270170104240667
BLK,17.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,18.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,19.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,20.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,21.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,22.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,23.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,24.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,25.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,26.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,27.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,28.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,29.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,30.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,31.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,32.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,33.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,34.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,35.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,36.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,37.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,38.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,39.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,40.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,41.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,42.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,43.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,44.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,45.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,46.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,47.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,48.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,49.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
BLK,50.0,ewma,2.0133579091489326,2.5477546241655467,0.010269990262971818
TOV,17.0,ewma,3.0655159041434987,3.8434117316627763,0.025592766744222506
TOV,18.0,ewma,3.0617046144253846,3.8386964963564734,0.027982175594721492
TOV,19.0,ewma,3.05833614083335,3.8345387026795765,0.0300866716743331
TOV,20.0,ewma,3.055345311092283,3.830852320254007,0.03195065222717053
TOV,21.0,ewma,3.052680615023632,3.8275677379439,0.03360995641466802
TOV,22.0,ewma,3.0502927097587813,3.8246280664596006,0.035093811707407885
TOV,23.0,ewma,3.048151724201944,3.821986395378796,0.03642627303116641
TOV,24.0,ewma,3.046198615643206,3.819603728349897,0.03762730279692528
TOV,25.0,ewma,3.0444353987727633,3.8174474082279297,0.03871359236882754
TOV,26.0,ewma,3.042853163235387,3.815489901511438,0.03969919449707837
TOV,27.0,ewma,3.0414454704194713,3.8137078499180506,0.040596015605791624
TOV,28.0,ewma,3.040168272245324,3.8120813230805854,0.04141420284935915
TOV,29.0,ewma,3.0390085530684035,3.8105932244070786,0.042162451226617104
TOV,30.0,ewma,3.037953361169291,3.8092288148160467,0.0428482493121064
TOV,31.0,ewma,3.0369720789760284,3.8079753280688973,0.043478077390202374
TOV,32.0,ewma,3.036050559311874,3.8068216579147367,0.04405756834703978
TOV,33.0,ewma,3.035194406618048,3.8057581019992255,0.044591639178843345
TOV,34.0,ewma,3.0344170311712833,3.8047761509832205,0.04508459913805263
TOV,35.0,ewma,3.033705903004437,3.8038683139218668,0.04554023917199779
TOV,36.0,ewma,3.0330462129501305,3.8030279729159964,0.04596190628214181
TOV,37.0,ewma,3.0324338506533772,3.8022492615378014,0.04635256565335255
TOV,38.0,ewma,3.0318730497298616,3.801526962674678,0.04671485280717058
TOV,39.0,ewma,3.03136758678842,3.8008564223172545,0.047051117573857715
TOV,40.0,ewma,3.0308982627828795,3.800233476504134,0.04736346132125413
TOV,41.0,ewma,3.0304590551754194,3.799654389173928,0.04765376859933679
TOV,42.0,ewma,3.030051805425238,3.7991157990995967,0.047923734139494356
TOV,43.0,ewma,3.0296654606068736,3.7986146744170086,0.04817488597328212
TOV,44.0,ewma,3.029303941545175,3.7981482735285663,0.048408605296495044
TOV,45.0,ewma,3.028972602586189,3.7977141113785997,0.04862614359304884
TOV,46.0,ewma,3.0286655125122715,3.7973099302713824,0.04882863744342669
TOV,47.0,ewma,3.0283778036593225,3.7969336745437756,0.04901712136981218
TOV,48.0,ewma,3.028111307726259,3.7965834685194535,0.0491925390109309
TOV,49.0,ewma,3.0278705490139637,3.7962575972656825,0.049355752871355296
TOV,50.0,ewma,3.0276452342532822,3.795954489750805,0.04950755285041886
TOV,17.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,18.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,19.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,20.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,21.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,22.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,23.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,24.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,25.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,26.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,27.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,28.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,29.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,30.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,31.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,32.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,33.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,34.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,35.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,36.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,37.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,38.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,39.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,40.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,41.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,42.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,43.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,44.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,45.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,46.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,47.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,48.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,49.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
TOV,50.0,ewma,3.1012023725060778,3.869341952079818,0.012400411223805419
PF,17.0,ewma,3.308920459602188,4.176813125334615,0.0625030380846271
PF,18.0,ewma,3.305601566056847,4.172345175443781,0.06450765212696408
PF,19.0,ewma,3.302741641701302,4.1684611249859325,0.06624854752788611
PF,20.0,ewma,3.300233115405908,4.165069345675046,0.06776747274949269
PF,21.0,ewma,3.2980294502437126,4.162095909589435,0.06909803614100207
PF,22.0,ewma,3.296088241188392,4.159480552613085,0.07026757959439944
PF,23.0,ewma,3.294406314615916,4.157173690471374,0.07129855918358818
PF,24.0,ewma,3.2929203462044154,4.155134180973489,0.07220957754780066
PF,25.0,ewma,3.291589790732024,4.153327623799726,0.07301616621815321
PF,26.0,ewma,3.2904423391328477,4.151725053217776,0.07373138570179427
PF,27.0,ewma,3.289456634232902,4.1503019218867,0.07436629092408376
PF,28.0,ewma,3.288576617667367,4.14903730297211,0.0749302959427467
PF,29.0,ewma,3.2877976223388754,4.147913257859976,0.07543146243067844
PF,30.0,ewma,3.287106268097343,4.146914330809832,0.0758767298476537
PF,31.0,ewma,3.2864983965797165,4.146027141864874,0.07627210056532352
PF,32.0,ewma,3.285969018950486,4.145240056508118,0.07662278987161142
PF,33.0,ewma,3.285495913739225,4.144542915769466,0.07693334835857701
PF,34.0,ewma,3.285091857000724,4.14392681432311,0.07720776242104377
PF,35.0,ewma,3.284736555480689,4.143383916962941,0.0774495372763101
PF,36.0,ewma,3.284417607419802,4.1429073059793815,0.0776617659295814
PF,37.0,ewma,3.284133846735511,4.142490853577293,0.07784718676526048
PF,38.0,ewma,3.28390023106956,4.142129114707945,0.07800823187705941
PF,39.0,ewma,3.2837061393770277,4.141817236636816,0.07814706781427827
PF,40.0,ewma,3.2835411460146218,4.141550882304459,0.07826563008446408
PF,41.0,ewma,3.2833947761177984,4.1413261651117885,0.07836565248985805
PF,42.0,ewma,3.2832686962904494,4.1411395932123485,0.07844869216876493
PF,43.0,ewma,3.2831719489593727,4.140988021751115,0.07851615105003584
PF,44.0,ewma,3.2831012431469495,4.140868611773362,0.07856929429934878
PF,45.0,ewma,3.283062050677381,4.1407787947544765,0.07860926623244069
PF,46.0,ewma,3.2830491039165657,4.140716241884502,0.07863710408724256
PF,47.0,ewma,3.2830554255098376,4.140678837389176,0.07865374997962538
PF,48.0,ewma,3.283076698443437,4.140664655289429,0.07866006131289005
PF,49.0,ewma,3.283117181669671,4.140671939099516,0.07865681986660056
PF,50.0,ewma,3.2831668115143144,4.140699084044477,0.07864473975387454
PF,17.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,18.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,19.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,20.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,21.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,22.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,23.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,24.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,25.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,26.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,27.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,28.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,29.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,30.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,31.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,32.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,33.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,34.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,35.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,36.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,37.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,38.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,39.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,40.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,41.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,42.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,43.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,44.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,45.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,46.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,47.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,48.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,49.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PF,50.0,ewma,3.4028545440968956,4.271562151014651,0.019487265364446116
PTS,17.0,ewma,9.154385423195938,11.541733560595857,0.06340010941091312
PTS,18.0,ewma,9.143484319113945,11.528817727764823,0.06549514980806714
PTS,19.0,ewma,9.13387339190823,11.517536659314178,0.06732310053094048
PTS,20.0,ewma,9.125517023607014,11.507634463174018,0.06892614808139008
PTS,21.0,ewma,9.118143252546853,11.498904550136446,0.07033827334182952
PTS,22.0,ewma,9.111449364045566,11.49117842259076,0.07158713526879068
PTS,23.0,ewma,9.105541926287676,11.484317380825752,0.07269545985881576
PTS,24.0,ewma,9.100304791845549,11.478206298373356,0.07368207953950123
PTS,25.0,ewma,9.095662394747416,11.472748888537351,0.07456272144597265
PTS,26.0,ewma,9.091418592211546,11.46786406159921,0.0753506125798088
PTS,27.0,ewma,9.087612446690153,11.463483090609053,0.07605694958595399
PTS,28.0,ewma,9.084259064224153,11.459547384113517,0.07669126716764663
PTS,29.0,ewma,9.081321572938524,11.456006719695221,0.07726172972358236
PTS,30.0,ewma,9.078674076789284,11.452817831087508,0.07777536420236508
PTS,31.0,ewma,9.076267490999793,11.449943269239945,0.07823824750385822
PTS,32.0,ewma,9.074135814858334,11.447350477564722,0.0786556584109166
PTS,33.0,ewma,9.072227498470077,11.445011036041016,0.07903220160610724
PTS,34.0,ewma,9.070526997889777,11.44290003948308,0.07937190954507711
PTS,35.0,ewma,9.06897812610244,11.440995583179213,0.07967832663562302
PTS,36.0,ewma,9.067610226210661,11.439278335039578,0.07995457918069537
PTS,37.0,ewma,9.066382460259675,11.437731177883855,0.08020343379440686
PTS,38.0,ewma,9.06526946141694,11.436338908932251,0.0804273464287587
PTS,39.0,ewma,9.064280799957158,11.43508798620729,0.08062850370947083
PTS,40.0,ewma,9.06340109765158,11.433966313605584,0.08080885793889914
PTS,41.0,ewma,9.062628238901345,11.432963058002345,0.08097015685838871
PTS,42.0,ewma,9.06195594122106,11.432068493013237,0.0811139690536794
PTS,43.0,ewma,9.061369358859036,11.431273865037152,0.081241705721948
PTS,44.0,ewma,9.060847836422143,11.430571277999315,0.08135463938779242
PTS,45.0,ewma,9.06040773126929,11.429953593851389,0.08145392005042551
PTS,46.0,ewma,9.060039142518079,11.429414346398582,0.08154058915988993
PTS,47.0,ewma,9.05972738486029,11.428947666438829,0.08161559175182775
PTS,48.0,ewma,9.059483464586743,11.428548216537003,0.08167978701487566
PTS,49.0,ewma,9.059320163764585,11.428211134032635,0.08173395751952583
PTS,50.0,ewma,9.059223247069658,11.427931981105889,0.0817788173002143
PTS,17.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,18.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,19.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,20.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,21.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,22.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,23.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,24.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,25.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,26.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,27.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,28.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,29.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,30.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,31.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,32.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,33.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,34.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,35.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,36.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,37.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,38.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,39.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,40.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,41.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,42.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,43.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,44.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,45.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,46.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,47.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,48.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,49.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PTS,50.0,ewma,9.408021791674768,11.853809017921163,0.012066151402418623
PLUS_MINUS,17.0,ewma,11.045324049826732,13.998776451406984,0.043558430907546075
PLUS_MINUS,18.0,ewma,11.030650601611278,13.980650293547193,0.04603370249540484
PLUS_MINUS,19.0,ewma,11.017613200882112,13.964646948625818,0.04821642127895931
PLUS_MINUS,20.0,ewma,11.00604679499127,13.950444359583496,0.05015143861465199
PLUS_MINUS,21.0,ewma,10.995885642028144,13.937781864642696,0.051874967094927005
PLUS_MINUS,22.0,ewma,10.986913343794333,13.926446274778709,0.053416559024891286
PLUS_MINUS,23.0,ewma,10.978805129267498,13.9162615713734,0.05480056556776536
PLUS_MINUS,24.0,ewma,10.9714421492494,13.907081172116886,0.05604722883001312
PLUS_MINUS,25.0,ewma,10.964824964223922,13.898782048407371,0.05717351021751038
PLUS_MINUS,26.0,ewma,10.95881754135059,13.891260197222959,0.05819372645318188
PLUS_MINUS,27.0,ewma,10.953312888066833,13.88442711723125,0.05912004339257726
PLUS_MINUS,28.0,ewma,10.948284318621441,13.878207038685002,0.05996286337903012
PLUS_MINUS,29.0,ewma,10.943698574377443,13.8725347255668,0.06073113197152169
PLUS_MINUS,30.0,ewma,10.939585008298872,13.867353716743722,0.06143258295551579
PLUS_MINUS,31.0,ewma,10.935938781912819,13.862614907203477,0.0620739356431278
PLUS_MINUS,32.0,ewma,10.932691611673741,13.858275395125172,0.0626610549506369
PLUS_MINUS,33.0,ewma,10.929732243215065,13.854297538501458,0.06319908218697534
PLUS_MINUS,34.0,ewma,10.926979136731958,13.850648178245864,0.06369254261170698
PLUS_MINUS,35.0,ewma,10.924413837888098,13.847297994543506,0.06414543443022669
PLUS_MINUS,36.0,ewma,10.922040864487037,13.844220970575629,0.06456130285235728
PLUS_MINUS,37.0,ewma,10.919872022043238,13.841393943330631,0.06494330205337806
PLUS_MINUS,38.0,ewma,10.917921060238356,13.838796225476488,0.06529424727656563
PLUS_MINUS,39.0,ewma,10.916197649935526,13.836409285550095,0.06561665885534673
PLUS_MINUS,40.0,ewma,10.914658439551069,13.83421647626277,0.06591279957628193
PLUS_MINUS,41.0,ewma,10.913268187377648,13.832202802707759,0.06618470652581876
PLUS_MINUS,42.0,ewma,10.912013696798425,13.830354723817365,0.06643421834529195
PLUS_MINUS,43.0,ewma,10.910882336054097,13.82865998165288,0.06666299864604908
PLUS_MINUS,44.0,ewma,10.909863057841594,13.827107454093968,0.0668725561993827
PLUS_MINUS,45.0,ewma,10.908971860641012,13.825687027281395,0.06706426240626151
PLUS_MINUS,46.0,ewma,10.908188659877856,13.824389484800477,0.06723936646368778
PLUS_MINUS,47.0,ewma,10.90747814424753,13.823206411105176,0.06739900857325754
PLUS_MINUS,48.0,ewma,10.906871157225039,13.822130107099401,0.06754423147964983
PLUS_MINUS,49.0,ewma,10.90637013068924,13.821153516132261,0.06767599057957385
PLUS_MINUS,50.0,ewma,10.905939283468427,13.820270158943165,0.06779516280301756
PLUS_MINUS,17.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,18.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,19.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,20.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,21.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,22.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,23.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,24.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,25.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,26.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,27.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,28.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,29.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,30.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,31.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,32.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,33.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,34.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,35.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,36.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,37.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,38.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,39.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,40.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,41.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,42.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,43.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,44.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,45.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,46.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,47.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,48.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,49.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
PLUS_MINUS,50.0,ewma,11.228985886434765,14.158033052961144,0.02167279483594331
OFF_RATING,17.0,ewma,8.75938731928825,11.00155440704088,0.07593087092851925
OFF_RATING,18.0,ewma,8.749478681051915,10.989488143471368,0.07795675685044978
OFF_RATING,19.0,ewma,8.740916260757857,10.9789702910175,0.07972085610716073
